Year,Site,Habitat,Taxonomy_Substrate_Functional_Group,mean_percent_cover
2008,LTER 4,Fringing,Halimeda discoidea,0.08
2008,LTER 4,Fringing,Halimeda minima,2.24
2008,LTER 4,Fringing,Sand,22.48
2008,LTER 4,Fringing,Shell Debris,9.565217391304348
2008,LTER 4,Fringing,Soft Coral,0.5217391304347826
2008,LTER 4,Backreef,Algal Turf,56.24
2008,LTER 4,Backreef,Cladophoropsis membranacea,0.16
2008,LTER 4,Backreef,Coral,26.72
2008,LTER 4,Backreef,Coral Rubble,24.666666666666668
2008,LTER 4,Backreef,Crustose Corallines,0.08
2008,LTER 4,Backreef,Cyanophyta,0.16
2008,LTER 4,Backreef,Halimeda discoidea,0.08
2008,LTER 4,Backreef,Halimeda minima,0.4
2008,LTER 4,Backreef,Sand,10.24
2008,LTER 4,Outer 10,Algal Turf,44.12
2008,LTER 4,Outer 10,Caulerpa serrulata,0.16
2008,LTER 4,Outer 10,Cladophoropsis membranacea,0.56
2008,LTER 4,Outer 10,Coral,31.32
2008,LTER 4,Outer 10,Crustose Corallines,6.72
2008,LTER 4,Outer 10,Cyanophyta,2.72
2008,LTER 4,Outer 10,Dictyota friabilis,0.24
2008,LTER 4,Outer 10,Halimeda discoidea,1.52
2008,LTER 4,Outer 10,Halimeda minima,3.68
2008,LTER 4,Outer 10,Lobophora variegata,0.32
2008,LTER 4,Outer 10,Martensia elegans,0.08
2008,LTER 4,Outer 10,Millepora platyphylla,54.666666666666664
2008,LTER 4,Outer 10,Peyssonnelia inamoena,1.36
2008,LTER 4,Outer 10,Sand,0.64
2008,LTER 4,Outer 17,Algal Turf,33.84
2008,LTER 4,Outer 17,Coral,35.12
2008,LTER 4,Outer 17,Crustose Corallines,9.6
2008,LTER 4,Outer 17,Halimeda discoidea,0.48
2008,LTER 4,Outer 17,Halimeda minima,6.24
2008,LTER 4,Outer 17,Lobophora variegata,1.04
2008,LTER 4,Outer 17,Millepora platyphylla,6
2008,LTER 4,Outer 17,Peyssonnelia inamoena,11.92
2008,LTER 4,Outer 17,Sand,1.28
2008,LTER 4,Outer 17,Soft Coral,6
2008,LTER 5,Fringing,Algal Turf,14.16
2008,LTER 5,Fringing,Coral,69.44
2008,LTER 5,Fringing,Corallimorpharia,2.2857142857142856
2008,LTER 5,Fringing,Crustose Corallines,0
2008,LTER 5,Fringing,Halimeda minima,0.24
2008,LTER 5,Fringing,Sand,13.68
2008,LTER 5,Fringing,Shell Debris,1.1428571428571428
2008,LTER 5,Fringing,Sponge,4.571428571428571
2008,LTER 5,Fringing,Symploca hydnoides,1.36
2008,LTER 5,Backreef,Algal Turf,40.96
2008,LTER 5,Backreef,Amansia rhodantha,0.08
2008,LTER 5,Backreef,Caulerpa racemosa,0.08
2008,LTER 5,Backreef,Cladophoropsis membranacea,0.24
2008,LTER 5,Backreef,Coral,28.24
2008,LTER 5,Backreef,Coral Rubble,14.285714285714286
2008,LTER 5,Backreef,Crustose Corallines,0.96
2008,LTER 5,Backreef,Cyanophyta,1.2
2008,LTER 5,Backreef,Halimeda minima,1.2
2008,LTER 5,Backreef,Sand,24.96
2008,LTER 5,Backreef,Valonia ventricosa,0.08
2008,LTER 5,Outer 10,Algal Turf,36.08
2008,LTER 5,Outer 10,Amphiroa fragilissima,0.16
2008,LTER 5,Outer 10,Caulerpa serrulata,0.08
2008,LTER 5,Outer 10,Coral,27.92
2008,LTER 5,Outer 10,Crustose Corallines,7.44
2008,LTER 5,Outer 10,Cyanophyta,1.36
2008,LTER 5,Outer 10,Halimeda discoidea,6
2008,LTER 5,Outer 10,Halimeda distorta,2.72
2008,LTER 5,Outer 10,Halimeda minima,10.8
2008,LTER 5,Outer 10,Millepora platyphylla,17.333333333333332
2008,LTER 5,Outer 10,Peyssonnelia inamoena,3.68
2008,LTER 5,Outer 10,Sand,0.64
2008,LTER 5,Outer 10,Soft Coral,2.6666666666666665
2008,LTER 5,Outer 10,Symploca hydnoides,1.92
2008,LTER 5,Outer 17,Algal Turf,38.93877551020408
2008,LTER 5,Outer 17,Amansia rhodantha,0.08163265306122448
2008,LTER 5,Outer 17,Coral,19.755102040816325
2008,LTER 5,Outer 17,Crustose Corallines,21.79591836734694
2008,LTER 5,Outer 17,Cyanophyta,0.40816326530612246
2008,LTER 5,Outer 17,Dictyota friabilis,0.16326530612244897
2008,LTER 5,Outer 17,Halimeda discoidea,0.08163265306122448
2008,LTER 5,Outer 17,Halimeda minima,3.020408163265306
2008,LTER 5,Outer 17,Lobophora variegata,2.122448979591837
2008,LTER 5,Outer 17,Millepora platyphylla,15.333333333333334
2008,LTER 5,Outer 17,No data,-1
2008,LTER 5,Outer 17,Peyssonnelia inamoena,6.612244897959184
2008,LTER 5,Outer 17,Sand,4.489795918367347
2008,LTER 5,Outer 17,Soft Coral,5.333333333333333
2008,LTER 6,Fringing,Algal Turf,40.24
2008,LTER 6,Fringing,Amansia rhodantha,10.16
2008,LTER 6,Fringing,Amphiroa fragilissima,1.68
2008,LTER 6,Fringing,Ascidian,0.7272727272727273
2008,LTER 6,Fringing,Caulerpa racemosa,1.04
2008,LTER 6,Fringing,Cladophoropsis membranacea,0.08
2008,LTER 6,Fringing,Coral,22.48
2008,LTER 6,Fringing,Coral Rubble,1.4545454545454546
2008,LTER 6,Fringing,Corallimorpharia,2.5454545454545454
2008,LTER 6,Fringing,Crustose Corallines,1.6
2008,LTER 6,Fringing,Cyanophyta,0.4
2008,LTER 6,Fringing,Dichotomaria marginata,2.96
2008,LTER 6,Fringing,Dictyosphaeria versluysii,0.72
2008,LTER 6,Fringing,Dictyota friabilis,0.32
2008,LTER 6,Fringing,Galaxaura filamentosa,0.24
2008,LTER 6,Fringing,Halimeda opuntia,8.8
2008,LTER 6,Fringing,Sand,7.2
2008,LTER 6,Fringing,Sponge,4
2008,LTER 6,Fringing,Turbinaria ornata,0.08
2008,LTER 6,Fringing,Valonia aegagropila,0.08
2008,LTER 6,Backreef,Algal Turf,38.48
2008,LTER 6,Backreef,Amansia rhodantha,0.08
2008,LTER 6,Backreef,Caulerpa serrulata,0.16
2008,LTER 6,Backreef,Coral,23.6
2008,LTER 6,Backreef,Coral Rubble,14
2008,LTER 6,Backreef,Crustose Corallines,1.28
2008,LTER 6,Backreef,Cyanophyta,0.8
2008,LTER 6,Backreef,Galaxaura rugosa,0.24
2008,LTER 6,Backreef,Halimeda discoidea,0.08
2008,LTER 6,Backreef,Halimeda minima,1.52
2008,LTER 6,Backreef,Halimeda sp.,0.4
2008,LTER 6,Backreef,Sand,32.72
2008,LTER 6,Backreef,Valonia ventricosa,0.08
2008,LTER 6,Outer 10,Algal Turf,45.6
2008,LTER 6,Outer 10,Cladophoropsis membranacea,0.24
2008,LTER 6,Outer 10,Coral,26.56
2008,LTER 6,Outer 10,Crustose Corallines,10.16
2008,LTER 6,Outer 10,Cyanophyta,0.32
2008,LTER 6,Outer 10,Halimeda discoidea,0.16
2008,LTER 6,Outer 10,Halimeda minima,13.28
2008,LTER 6,Outer 10,Lobophora variegata,0.8
2008,LTER 6,Outer 10,Millepora platyphylla,20
2008,LTER 6,Outer 10,Peyssonnelia inamoena,1.44
2008,LTER 6,Outer 10,Sand,0.64
2008,LTER 6,Outer 17,Algal Turf,48.16
2008,LTER 6,Outer 17,Coral,11.92
2008,LTER 6,Outer 17,Crustose Corallines,13.52
2008,LTER 6,Outer 17,Cyanophyta,0.64
2008,LTER 6,Outer 17,Dictyota friabilis,0.16
2008,LTER 6,Outer 17,Halimeda discoidea,0.08
2008,LTER 6,Outer 17,Halimeda distorta,0.08
2008,LTER 6,Outer 17,Halimeda minima,5.36
2008,LTER 6,Outer 17,Halimeda sp.,0.16
2008,LTER 6,Outer 17,Lobophora variegata,7.68
2008,LTER 6,Outer 17,Peyssonnelia inamoena,5.12
2008,LTER 6,Outer 17,Sand,7.12
2009,LTER 1,Fringing,Algal Turf,41.52
2009,LTER 1,Fringing,Cladophoropsis membranacea,0.08
2009,LTER 1,Fringing,Coral,41.36
2009,LTER 1,Fringing,Corallimorpharia,0.24
2009,LTER 1,Fringing,Crustose Corallines,4.16
2009,LTER 1,Fringing,Cyanophyta,0.24
2009,LTER 1,Fringing,Dictyota bartayresiana,0.08
2009,LTER 1,Fringing,Galaxaura rugosa,0.08
2009,LTER 1,Fringing,Halimeda minima,4.72
2009,LTER 1,Fringing,Halimeda opuntia,0.16
2009,LTER 1,Fringing,Sand,7.28
2009,LTER 1,Fringing,Turbinaria ornata,0.08
2009,LTER 1,Backreef,Actinotrichia fragilis,0.08
2009,LTER 1,Backreef,Algal Turf,53.68
2009,LTER 1,Backreef,Amansia rhodantha,0.4
2009,LTER 1,Backreef,Coral,22.4
2009,LTER 1,Backreef,Crustose Corallines,10.72
2009,LTER 1,Backreef,Cyanophyta,0.16
2009,LTER 1,Backreef,Halimeda minima,1.76
2009,LTER 1,Backreef,Sand,10.64
2009,LTER 1,Backreef,Turbinaria ornata,0.16
2009,LTER 1,Outer 10,Algal Turf,58.84
2009,LTER 1,Outer 10,Asparagopsis taxiformis,9.36
2009,LTER 1,Outer 10,Coral,2
2009,LTER 1,Outer 10,Crustose Corallines,18.2
2009,LTER 1,Outer 10,Cyanophyta,0.48
2009,LTER 1,Outer 10,Halimeda discoidea,1.84
2009,LTER 1,Outer 10,Halimeda minima,6.56
2009,LTER 1,Outer 10,Millepora platyphylla,0.88
2009,LTER 1,Outer 10,Peyssonnelia inamoena,0.8
2009,LTER 1,Outer 10,Ralfsia sp.,0.56
2009,LTER 1,Outer 10,Sand,0.48
2009,LTER 1,Outer 17,Algal Turf,62.16
2009,LTER 1,Outer 17,Asparagopsis taxiformis,6.48
2009,LTER 1,Outer 17,Coral,6.48
2009,LTER 1,Outer 17,Crustose Corallines,6.48
2009,LTER 1,Outer 17,Halimeda minima,7.84
2009,LTER 1,Outer 17,Lobophora variegata,7.36
2009,LTER 1,Outer 17,Millepora platyphylla,0.32
2009,LTER 1,Outer 17,Peyssonnelia inamoena,0.72
2009,LTER 1,Outer 17,Sand,2.16
2009,LTER 2,Fringing,Algal Turf,76.48
2009,LTER 2,Fringing,Coral,9.6
2009,LTER 2,Fringing,Corallimorpharia,0.32
2009,LTER 2,Fringing,Crustose Corallines,9.44
2009,LTER 2,Fringing,Galaxaura rugosa,0.8
2009,LTER 2,Fringing,Halimeda minima,0.16
2009,LTER 2,Fringing,Millepora platyphylla,1.6
2009,LTER 2,Fringing,Sand,0.48
2009,LTER 2,Fringing,Sponge,0.08
2009,LTER 2,Fringing,Turbinaria ornata,1.04
2009,LTER 2,Backreef,Actinotrichia fragilis,1.92
2009,LTER 2,Backreef,Algal Turf,42.8
2009,LTER 2,Backreef,Coral,24.8
2009,LTER 2,Backreef,Corallimorpharia,0.08
2009,LTER 2,Backreef,Crustose Corallines,3.04
2009,LTER 2,Backreef,Cyanophyta,0.48
2009,LTER 2,Backreef,Dictyota bartayresiana,7.44
2009,LTER 2,Backreef,Dictyota friabilis,0.16
2009,LTER 2,Backreef,Galaxaura filamentosa,0.08
2009,LTER 2,Backreef,Halimeda minima,0.56
2009,LTER 2,Backreef,Sand,16.4
2009,LTER 2,Backreef,Sponge,0.08
2009,LTER 2,Backreef,Turbinaria ornata,2.16
2009,LTER 2,Outer 10,Algal Turf,52.64
2009,LTER 2,Outer 10,Amansia rhodantha,0.24
2009,LTER 2,Outer 10,Asparagopsis taxiformis,4.96
2009,LTER 2,Outer 10,Coral,3.68
2009,LTER 2,Outer 10,Crustose Corallines,17.04
2009,LTER 2,Outer 10,Cyanophyta,0.48
2009,LTER 2,Outer 10,Halimeda discoidea,1.12
2009,LTER 2,Outer 10,Halimeda minima,10.56
2009,LTER 2,Outer 10,Lobophora variegata,4.48
2009,LTER 2,Outer 10,Millepora platyphylla,2.48
2009,LTER 2,Outer 10,Peyssonnelia inamoena,0.8
2009,LTER 2,Outer 10,Sand,1.52
2009,LTER 2,Outer 17,Algal Turf,61.92
2009,LTER 2,Outer 17,Asparagopsis taxiformis,7.36
2009,LTER 2,Outer 17,Coral,1.36
2009,LTER 2,Outer 17,Crustose Corallines,9.6
2009,LTER 2,Outer 17,Cyanophyta,0.16
2009,LTER 2,Outer 17,Dictyota bartayresiana,0.24
2009,LTER 2,Outer 17,Halimeda minima,13.2
2009,LTER 2,Outer 17,Lobophora variegata,3.36
2009,LTER 2,Outer 17,Millepora platyphylla,0.24
2009,LTER 2,Outer 17,Peyssonnelia inamoena,0.56
2009,LTER 2,Outer 17,Sand,2
2009,LTER 3,Fringing,Algal Turf,53.84
2009,LTER 3,Fringing,Amphiroa fragilissima,0.08
2009,LTER 3,Fringing,Coral,18.64
2009,LTER 3,Fringing,Crustose Corallines,0.72
2009,LTER 3,Fringing,Cyanophyta,0.32
2009,LTER 3,Fringing,Damselfish Turf,15.92
2009,LTER 3,Fringing,Halimeda minima,0.72
2009,LTER 3,Fringing,Sand,9.76
2009,LTER 3,Backreef,Algal Turf,41.28
2009,LTER 3,Backreef,Amansia rhodantha,0.8
2009,LTER 3,Backreef,Coral,26.4
2009,LTER 3,Backreef,Crustose Corallines,1.28
2009,LTER 3,Backreef,Damselfish Turf,0.96
2009,LTER 3,Backreef,Halimeda discoidea,0.08
2009,LTER 3,Backreef,Halimeda minima,1.6
2009,LTER 3,Backreef,Sand,27.52
2009,LTER 3,Backreef,Turbinaria ornata,0.08
2009,LTER 3,Outer 10,Algal Turf,21.28
2009,LTER 3,Outer 10,Asparagopsis taxiformis,0
2009,LTER 3,Outer 10,Coral,4.08
2009,LTER 3,Outer 10,Crustose Corallines,21.52
2009,LTER 3,Outer 10,Cyanophyta,42.56
2009,LTER 3,Outer 10,Halimeda minima,5.76
2009,LTER 3,Outer 10,Lobophora variegata,2.48
2009,LTER 3,Outer 10,Peyssonnelia inamoena,1.76
2009,LTER 3,Outer 10,Sand,0.32
2009,LTER 3,Outer 10,Turbinaria ornata,0.24
2009,LTER 3,Outer 17,Algal Turf,18.96
2009,LTER 3,Outer 17,Amansia rhodantha,0.88
2009,LTER 3,Outer 17,Asparagopsis taxiformis,0
2009,LTER 3,Outer 17,Coral,0
2009,LTER 3,Outer 17,Crustose Corallines,17.12
2009,LTER 3,Outer 17,Cyanophyta,35.6
2009,LTER 3,Outer 17,Halimeda minima,13.68
2009,LTER 3,Outer 17,Lobophora variegata,13.12
2009,LTER 3,Outer 17,Sand,0.64
2009,LTER 4,Fringing,Algal Turf,49.92
2009,LTER 4,Fringing,Amansia rhodantha,0.24
2009,LTER 4,Fringing,Coral,20.56
2009,LTER 4,Fringing,Crustose Corallines,0
2009,LTER 4,Fringing,Cyanophyta,0.32
2009,LTER 4,Fringing,Galaxaura rugosa,0.08
2009,LTER 4,Fringing,Halimeda discoidea,0.08
2009,LTER 4,Fringing,Halimeda minima,5.52
2009,LTER 4,Fringing,Sand,23.28
2009,LTER 4,Backreef,Algal Turf,61.68
2009,LTER 4,Backreef,Coral,25.44
2009,LTER 4,Backreef,Crustose Corallines,0.8
2009,LTER 4,Backreef,Cyanophyta,0.08
2009,LTER 4,Backreef,Halimeda minima,0.56
2009,LTER 4,Backreef,Microdictyon umbilicatum,0.16
2009,LTER 4,Backreef,Sand,11.28
2009,LTER 4,Outer 10,Algal Turf,49.04
2009,LTER 4,Outer 10,Coral,19.12
2009,LTER 4,Outer 10,Crustose Corallines,11.92
2009,LTER 4,Outer 10,Cyanophyta,1.04
2009,LTER 4,Outer 10,Halimeda discoidea,0.16
2009,LTER 4,Outer 10,Halimeda minima,9.44
2009,LTER 4,Outer 10,Lobophora variegata,1.28
2009,LTER 4,Outer 10,Millepora platyphylla,6.08
2009,LTER 4,Outer 10,Peyssonnelia inamoena,0.4
2009,LTER 4,Outer 10,Sand,1.44
2009,LTER 4,Outer 10,Turbinaria ornata,0.08
2009,LTER 4,Outer 17,Algal Turf,42.26086956521739
2009,LTER 4,Outer 17,Coral,2.9565217391304346
2009,LTER 4,Outer 17,Crustose Corallines,16.26086956521739
2009,LTER 4,Outer 17,Cyanophyta,3.391304347826087
2009,LTER 4,Outer 17,Halimeda minima,13.478260869565217
2009,LTER 4,Outer 17,Lobophora variegata,17.391304347826086
2009,LTER 4,Outer 17,Millepora platyphylla,0.17391304347826086
2009,LTER 4,Outer 17,No data,-1
2009,LTER 4,Outer 17,Peyssonnelia inamoena,1.3043478260869565
2009,LTER 4,Outer 17,Sand,2.608695652173913
2009,LTER 4,Outer 17,Soft Coral,0.17391304347826086
2009,LTER 5,Fringing,Algal Turf,16.355555555555554
2009,LTER 5,Fringing,Amphiroa fragilissima,0.08888888888888889
2009,LTER 5,Fringing,Coral,65.33333333333333
2009,LTER 5,Fringing,Corallimorpharia,0.35555555555555557
2009,LTER 5,Fringing,Crustose Corallines,0.6222222222222222
2009,LTER 5,Fringing,Cyanophyta,2.311111111111111
2009,LTER 5,Fringing,Halimeda minima,0.6222222222222222
2009,LTER 5,Fringing,No data,-1
2009,LTER 5,Fringing,Sand,14.133333333333333
2009,LTER 5,Fringing,Sponge,0.17777777777777778
2009,LTER 5,Backreef,Algal Turf,38.72
2009,LTER 5,Backreef,Amansia rhodantha,0.32
2009,LTER 5,Backreef,Coral,28.96
2009,LTER 5,Backreef,Crustose Corallines,2.24
2009,LTER 5,Backreef,Cyanophyta,0.88
2009,LTER 5,Backreef,Halimeda distorta,0.96
2009,LTER 5,Backreef,Halimeda incrassata,0.56
2009,LTER 5,Backreef,Halimeda minima,1.52
2009,LTER 5,Backreef,Sand,25.84
2009,LTER 5,Outer 10,Algal Turf,43.28
2009,LTER 5,Outer 10,Coral,22.08
2009,LTER 5,Outer 10,Crustose Corallines,6.64
2009,LTER 5,Outer 10,Cyanophyta,0.48
2009,LTER 5,Outer 10,Halimeda discoidea,11.36
2009,LTER 5,Outer 10,Halimeda distorta,0.88
2009,LTER 5,Outer 10,Halimeda incrassata,3.68
2009,LTER 5,Outer 10,Halimeda minima,8.32
2009,LTER 5,Outer 10,Jania sp.,0.16
2009,LTER 5,Outer 10,Millepora platyphylla,1.68
2009,LTER 5,Outer 10,Peyssonnelia inamoena,0.88
2009,LTER 5,Outer 10,Sand,0.4
2009,LTER 5,Outer 10,Soft Coral,0.16
2009,LTER 5,Outer 17,Algal Turf,52.64
2009,LTER 5,Outer 17,Coral,6.08
2009,LTER 5,Outer 17,Crustose Corallines,24.4
2009,LTER 5,Outer 17,Cyanophyta,0.88
2009,LTER 5,Outer 17,Halimeda minima,3.6
2009,LTER 5,Outer 17,Lobophora variegata,3.92
2009,LTER 5,Outer 17,Millepora platyphylla,1.36
2009,LTER 5,Outer 17,Peyssonnelia inamoena,2.4
2009,LTER 5,Outer 17,Sand,4.16
2009,LTER 5,Outer 17,Soft Coral,0.56
2009,LTER 6,Fringing,Algal Turf,49.28
2009,LTER 6,Fringing,Amansia rhodantha,9.6
2009,LTER 6,Fringing,Amphiroa fragilissima,0.4
2009,LTER 6,Fringing,Caulerpa racemosa,0.32
2009,LTER 6,Fringing,Coral,20.8
2009,LTER 6,Fringing,Corallimorpharia,0.96
2009,LTER 6,Fringing,Crustose Corallines,0.16
2009,LTER 6,Fringing,Cyanophyta,0.4
2009,LTER 6,Fringing,Dichotomaria marginata,0.56
2009,LTER 6,Fringing,Dictyosphaeria cavernosa,0.08
2009,LTER 6,Fringing,Dictyota bartayresiana,0.08
2009,LTER 6,Fringing,Galaxaura filamentosa,0.08
2009,LTER 6,Fringing,Galaxaura rugosa,1.76
2009,LTER 6,Fringing,Halimeda incrassata,0.24
2009,LTER 6,Fringing,Halimeda minima,9.36
2009,LTER 6,Fringing,Sand,5.76
2009,LTER 6,Fringing,Sponge,0.08
2009,LTER 6,Fringing,Turbinaria ornata,0.08
2009,LTER 6,Backreef,Algal Turf,47.6
2009,LTER 6,Backreef,Coral,19.04
2009,LTER 6,Backreef,Crustose Corallines,3.12
2009,LTER 6,Backreef,Cyanophyta,0.4
2009,LTER 6,Backreef,Galaxaura rugosa,0.16
2009,LTER 6,Backreef,Halimeda discoidea,0.08
2009,LTER 6,Backreef,Halimeda incrassata,0.32
2009,LTER 6,Backreef,Halimeda minima,0.8
2009,LTER 6,Backreef,Sand,28.48
2009,LTER 6,Outer 10,Algal Turf,43.6
2009,LTER 6,Outer 10,Coral,9.6
2009,LTER 6,Outer 10,Crustose Corallines,17.76
2009,LTER 6,Outer 10,Cyanophyta,10
2009,LTER 6,Outer 10,Halimeda discoidea,4.48
2009,LTER 6,Outer 10,Halimeda distorta,2.32
2009,LTER 6,Outer 10,Halimeda incrassata,0.24
2009,LTER 6,Outer 10,Halimeda minima,9.36
2009,LTER 6,Outer 10,Lobophora variegata,0.16
2009,LTER 6,Outer 10,Millepora platyphylla,0.56
2009,LTER 6,Outer 10,Peyssonnelia inamoena,0.72
2009,LTER 6,Outer 10,Sand,1.2
2009,LTER 6,Outer 17,Algal Turf,52.48
2009,LTER 6,Outer 17,Coral,0.4
2009,LTER 6,Outer 17,Crustose Corallines,21.28
2009,LTER 6,Outer 17,Cyanophyta,1.36
2009,LTER 6,Outer 17,Dictyota bartayresiana,8
2009,LTER 6,Outer 17,Halimeda minima,9.28
2009,LTER 6,Outer 17,Lobophora variegata,7.68
2009,LTER 6,Outer 17,Peyssonnelia inamoena,1.92
2009,LTER 6,Outer 17,Sand,5.44
2010,LTER 1,Fringing,Algal Turf,39.83673469387755
2010,LTER 1,Fringing,Coral,46.53061224489796
2010,LTER 1,Fringing,Crustose Corallines,1.3061224489795917
2010,LTER 1,Fringing,Cyanophyta,0.08163265306122448
2010,LTER 1,Fringing,Dictyota bartayresiana,0.08163265306122448
2010,LTER 1,Fringing,Galaxaura rugosa,0.08163265306122448
2010,LTER 1,Fringing,Halimeda incrassata,3.2653061224489797
2010,LTER 1,Fringing,Halimeda macroloba,0.08163265306122448
2010,LTER 1,Fringing,Halimeda minima,1.1428571428571428
2010,LTER 1,Fringing,No data,-1
2010,LTER 1,Fringing,Sand,7.591836734693878
2010,LTER 1,Backreef,Algal Turf,54.96
2010,LTER 1,Backreef,Amansia rhodantha,0.32
2010,LTER 1,Backreef,Coral,21.6
2010,LTER 1,Backreef,Crustose Corallines,12.88
2010,LTER 1,Backreef,Halimeda minima,0.32
2010,LTER 1,Backreef,Sand,8.56
2010,LTER 1,Backreef,Turbinaria ornata,1.36
2010,LTER 1,Outer 10,Algal Turf,60.48
2010,LTER 1,Outer 10,Asparagopsis taxiformis,3.52
2010,LTER 1,Outer 10,Coral,2.24
2010,LTER 1,Outer 10,Crustose Corallines,30.08
2010,LTER 1,Outer 10,Halimeda macroloba,1.68
2010,LTER 1,Outer 10,Halimeda minima,1.44
2010,LTER 1,Outer 10,Millepora platyphylla,0.56
2010,LTER 1,Outer 10,Sand,0
2010,LTER 1,Outer 17,Algal Turf,59.04
2010,LTER 1,Outer 17,Asparagopsis taxiformis,0.96
2010,LTER 1,Outer 17,Coral,5.28
2010,LTER 1,Outer 17,Crustose Corallines,25.52
2010,LTER 1,Outer 17,Halimeda minima,3.04
2010,LTER 1,Outer 17,Lobophora variegata,0.8
2010,LTER 1,Outer 17,Millepora platyphylla,0.24
2010,LTER 1,Outer 17,Sand,5.12
2010,LTER 2,Fringing,Algal Turf,71.84
2010,LTER 2,Fringing,Ascidian,0.16
2010,LTER 2,Fringing,Coral,13.76
2010,LTER 2,Fringing,Crustose Corallines,7.6
2010,LTER 2,Fringing,Galaxaura rugosa,1.04
2010,LTER 2,Fringing,Halimeda minima,0.32
2010,LTER 2,Fringing,Lithophyllum kotschyanum,1.36
2010,LTER 2,Fringing,Millepora platyphylla,2
2010,LTER 2,Fringing,Sand,0.32
2010,LTER 2,Fringing,Turbinaria ornata,1.6
2010,LTER 2,Backreef,Actinotrichia fragilis,1.52
2010,LTER 2,Backreef,Algal Turf,43.92
2010,LTER 2,Backreef,Amphiroa fragilissima,0.16
2010,LTER 2,Backreef,Coral,20.08
2010,LTER 2,Backreef,Crustose Corallines,4.72
2010,LTER 2,Backreef,Dictyota bartayresiana,7.2
2010,LTER 2,Backreef,Halimeda minima,0.8
2010,LTER 2,Backreef,Sand,16.88
2010,LTER 2,Backreef,Turbinaria ornata,4.72
2010,LTER 2,Outer 10,Algal Turf,63.12
2010,LTER 2,Outer 10,Asparagopsis taxiformis,2.24
2010,LTER 2,Outer 10,Coral,3.04
2010,LTER 2,Outer 10,Crustose Corallines,25.92
2010,LTER 2,Outer 10,Halimeda macroloba,0.16
2010,LTER 2,Outer 10,Halimeda minima,2.16
2010,LTER 2,Outer 10,Lobophora variegata,0.16
2010,LTER 2,Outer 10,Millepora platyphylla,2.64
2010,LTER 2,Outer 10,Sand,0.56
2010,LTER 2,Outer 17,Algal Turf,76.56
2010,LTER 2,Outer 17,Asparagopsis taxiformis,0.16
2010,LTER 2,Outer 17,Coral,1.2
2010,LTER 2,Outer 17,Crustose Corallines,18.16
2010,LTER 2,Outer 17,Halimeda minima,1.84
2010,LTER 2,Outer 17,Sand,2.08
2010,LTER 3,Fringing,Algal Turf,63.52
2010,LTER 3,Fringing,Asparagopsis taxiformis,0.08
2010,LTER 3,Fringing,Coral,25.92
2010,LTER 3,Fringing,Corallimorpharia,0.08
2010,LTER 3,Fringing,Crustose Corallines,1.52
2010,LTER 3,Fringing,Halimeda minima,0.88
2010,LTER 3,Fringing,Sand,8
2010,LTER 3,Backreef,Algal Turf,44
2010,LTER 3,Backreef,Amansia rhodantha,3.52
2010,LTER 3,Backreef,Coral,34.4
2010,LTER 3,Backreef,Crustose Corallines,1.76
2010,LTER 3,Backreef,Cyanophyta,0.16
2010,LTER 3,Backreef,Dictyota bartayresiana,0.08
2010,LTER 3,Backreef,Halimeda minima,0.64
2010,LTER 3,Backreef,Sand,15.28
2010,LTER 3,Backreef,Turbinaria ornata,0.16
2010,LTER 3,Outer 10,Algal Turf,56.16
2010,LTER 3,Outer 10,Asparagopsis taxiformis,0
2010,LTER 3,Outer 10,Coral,0.8
2010,LTER 3,Outer 10,Crustose Corallines,28.88
2010,LTER 3,Outer 10,Halimeda minima,0.64
2010,LTER 3,Outer 10,Lobophora variegata,7.28
2010,LTER 3,Outer 10,Peyssonnelia inamoena,4.32
2010,LTER 3,Outer 10,Sand,1.04
2010,LTER 3,Outer 10,Turbinaria ornata,0.88
2010,LTER 3,Outer 17,Algal Turf,51.2
2010,LTER 3,Outer 17,Amphiroa fragilissima,0.16
2010,LTER 3,Outer 17,Asparagopsis taxiformis,0
2010,LTER 3,Outer 17,Coral,0
2010,LTER 3,Outer 17,Crustose Corallines,23.36
2010,LTER 3,Outer 17,Dictyota bartayresiana,0.24
2010,LTER 3,Outer 17,Dictyota hamifera,0.64
2010,LTER 3,Outer 17,Halimeda minima,1.04
2010,LTER 3,Outer 17,Heteractis sp.,0.4
2010,LTER 3,Outer 17,Lobophora variegata,17.68
2010,LTER 3,Outer 17,Peyssonnelia inamoena,4.56
2010,LTER 3,Outer 17,Sand,0.72
2010,LTER 3,Outer 17,Turbinaria ornata,0
2010,LTER 4,Fringing,Actinotrichia fragilis,0.08
2010,LTER 4,Fringing,Algal Turf,50.48
2010,LTER 4,Fringing,Amansia rhodantha,0.08
2010,LTER 4,Fringing,Amphiroa fragilissima,0.56
2010,LTER 4,Fringing,Coral,16.08
2010,LTER 4,Fringing,Crustose Corallines,0.16
2010,LTER 4,Fringing,Cyanophyta,0.56
2010,LTER 4,Fringing,Gelidiella acerosa,0.4
2010,LTER 4,Fringing,Halimeda minima,1.76
2010,LTER 4,Fringing,Sand,29.84
2010,LTER 4,Backreef,Algal Turf,53.224489795918366
2010,LTER 4,Backreef,Amansia rhodantha,0.16326530612244897
2010,LTER 4,Backreef,Cladophoropsis membranacea,0.16326530612244897
2010,LTER 4,Backreef,Coral,26.612244897959183
